date,kind,key,detail,value,usable_that_day,note
2026-09-23,crosslayer,SENATE-RI-2026,metaculus 0.99,0.99,yes,ticket SENATERI-26-D snapshotMid 0.982
2026-09-23,crosslayer,SENATE-OR-2026,metaculus 0.99,0.99,yes,ticket SENATEOR-26-D snapshotMid 0.977
2026-09-23,crosslayer,SENATE-CO-2026,metaculus 0.98,0.98,yes,ticket SENATECO-26-D snapshotMid 0.973
2026-09-23,crosslayer,SENATE-MN-2026,metaculus 0.93,0.93,yes,ticket SENATEMN-26-D snapshotMid 0.902
2026-09-23,crosslayer,GOVERNOR-HI-2026,metaculus 0.98,0.98,yes,ticket GOVPARTYHI-26-D snapshotMid 0.974
2026-09-23,crosslayer,GOVERNOR-NM-2026,metaculus 0.922,0.922,yes,ticket GOVPARTYNM-26-D snapshotMid 0.928
2026-09-23,crosslayer,GOVERNOR-OR-2026,metaculus 0.88,0.88,yes,ticket GOVPARTYOR-26-D snapshotMid 0.86
2026-09-23,crosslayer,GOVERNOR-MI-2026,metaculus 0.85,0.85,yes,ticket GOVPARTYMI-26-D snapshotMid 0.9165
2026-09-23,crosslayer,SENATE-AK-2026,metaculus 0.54,0.54,yes,ticket SENATEAK-26-D snapshotMid 0.705
2026-09-23,crosslayer,SENATE-MT-2026,metaculus 0.01,0.01,yes,ticket SENATEMT-26-D snapshotMid 0.01
2026-09-23,crosslayer,SENATE-NE-2026,metaculus 0.001,0.001,yes,ticket SENATENE-26-D snapshotMid 0.0025
2026-09-23,crosslayer,SENATE-CONTROL-2026,metaculus 0.512,0.512,yes,ticket CONTROLS-2026-D snapshotMid 0.605
2026-09-23,crosslayer,HOUSE-CONTROL-2026,metaculus 0.908,0.908,yes,ticket CONTROLH-2026-D snapshotMid 0.9065
2026-09-23,crosslayer,SENATE-RI-2026,metaculus 0.99,0.99,yes,ticket SENATERI-26-D snapshotMid 0.9825
2026-09-23,crosslayer,SENATE-OR-2026,metaculus 0.99,0.99,yes,ticket SENATEOR-26-D snapshotMid 0.977
2026-09-23,crosslayer,SENATE-CO-2026,metaculus 0.98,0.98,yes,ticket SENATECO-26-D snapshotMid 0.973
2026-09-23,crosslayer,SENATE-MN-2026,metaculus 0.93,0.93,yes,ticket SENATEMN-26-D snapshotMid 0.905
2026-09-23,crosslayer,GOVERNOR-HI-2026,metaculus 0.98,0.98,yes,ticket GOVPARTYHI-26-D snapshotMid 0.974
2026-09-23,crosslayer,GOVERNOR-NM-2026,metaculus 0.928,0.928,yes,ticket GOVPARTYNM-26-D snapshotMid 0.931
2026-09-23,crosslayer,GOVERNOR-OR-2026,metaculus 0.882,0.882,yes,ticket GOVPARTYOR-26-D snapshotMid 0.86
2026-09-23,crosslayer,GOVERNOR-MI-2026,metaculus 0.84,0.84,yes,ticket GOVPARTYMI-26-D snapshotMid 0.923
2026-09-23,crosslayer,SENATE-AK-2026,metaculus 0.54,0.54,yes,ticket SENATEAK-26-D snapshotMid 0.735
2026-09-23,crosslayer,SENATE-MT-2026,metaculus 0.01,0.01,yes,ticket SENATEMT-26-D snapshotMid 0.009
2026-09-23,crosslayer,SENATE-NE-2026,metaculus 0.001,0.001,yes,ticket SENATENE-26-D snapshotMid 0.002
2026-09-23,crosslayer,SENATE-GA-2026,metaculus 0.92,0.92,yes,ticket SENATEGA-26-D snapshotMid 0.9385
2026-09-23,crosslayer,SENATE-CONTROL-2026,metaculus 0.531,0.531,no,ticket CONTROLS-2026-D snapshotMid 0.625
2026-09-23,crosslayer,HOUSE-CONTROL-2026,metaculus 0.906,0.906,no,ticket CONTROLH-2026-D snapshotMid 0.9095
2026-09-23,crosslayer,SENATE-RI-2026,metaculus 0.99,0.99,no,ticket SENATERI-26-D snapshotMid 0.9865
2026-09-23,crosslayer,SENATE-OR-2026,metaculus 0.99,0.99,no,ticket SENATEOR-26-D snapshotMid 0.977
2026-09-23,crosslayer,SENATE-CO-2026,metaculus 0.98,0.98,no,ticket SENATECO-26-D snapshotMid 0.9735
2026-09-23,crosslayer,SENATE-GA-2026,metaculus 0.92,0.92,no,ticket SENATEGA-26-D snapshotMid 0.9385
2026-09-23,crosslayer,GOVERNOR-HI-2026,metaculus 0.98,0.98,no,ticket GOVPARTYHI-26-D snapshotMid 0.973
2026-09-23,crosslayer,GOVERNOR-NM-2026,metaculus 0.928,0.928,no,ticket GOVPARTYNM-26-D snapshotMid 0.931
2026-09-23,crosslayer,GOVERNOR-OR-2026,metaculus 0.882,0.882,no,ticket GOVPARTYOR-26-D snapshotMid 0.855
2026-09-23,crosslayer,GOVERNOR-MI-2026,metaculus 0.84,0.84,no,ticket GOVPARTYMI-26-D snapshotMid 0.9235
2026-09-23,crosslayer,SENATE-AK-2026,metaculus 0.54,0.54,no,ticket SENATEAK-26-D snapshotMid 0.755
2026-09-23,crosslayer,SENATE-MT-2026,metaculus 0.01,0.01,no,ticket SENATEMT-26-D snapshotMid 0.012
2026-09-23,crosslayer,SENATE-NE-2026,metaculus 0.002,0.002,no,ticket SENATENE-26-D snapshotMid 0.0025
2026-09-23,crosslayer,SENATE-NC-2026,metaculus 0.92,0.92,no,ticket SENATENC-26-D snapshotMid 0.9365
