date,username,ticker,series,action,side,shares,price,fee,pnl,executed_at,fill_cap_applied
2026-09-19,longshot-lotto,KXHOUSEWINSTATE-OHD-E5,KXHOUSEWINSTATE,enter,YES,4.33,0.24,0.0553,,yes_ask,yes
2026-09-19,longshot-lotto,KXIASENGOVCOMBO-26NOV-REPREP,KXIASENGOVCOMBO,enter,YES,16.3,0.23,0.2021,,yes_ask,yes
2026-09-19,longshot-lotto,KXIDHB932-26-M1911,KXIDHB932,enter,YES,2,0.13,0.0159,,yes_ask,yes
2026-09-19,longshot-lotto,KXKSSENGOVCOMBO-26NOV-REPDEM,KXKSSENGOVCOMBO,enter,YES,200.62,0.16,1.8875,,yes_ask,yes
2026-09-19,longshot-lotto,KXLAPRIMARY-01R26-SSCA,KXLAPRIMARY,enter,YES,2.35,0.12,0.0174,,yes_ask,yes
2026-09-19,longshot-lotto,KXLAPRIMARY-04R26-MJOH,KXLAPRIMARY,enter,YES,1.56,0.12,0.0116,,yes_ask,yes
2026-09-19,longshot-lotto,KXMANCHINCOMBO-26NOV03-LW,KXMANCHINCOMBO,enter,YES,453.98,0.16,4.2711,,yes_ask,yes
2026-09-19,longshot-lotto,KXMANCHINCOMBO-26NOV03-WL,KXMANCHINCOMBO,enter,YES,603.88,0.21,7.0129,,yes_ask,yes
2026-09-19,longshot-lotto,KXMANCHINCOMBO-26NOV03-WW,KXMANCHINCOMBO,enter,YES,18.87,0.13,0.1494,,yes_ask,yes
2026-09-19,longshot-lotto,KXMETXCOMBO-26NOV-TAL-COL,KXMETXCOMBO,enter,YES,21.05,0.15,0.1879,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-AZGOVR-P4,KXMIDTERMMOV,enter,YES,20,0.1,0.126,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-FLGOVR-P9,KXMIDTERMMOV,enter,YES,15.4,0.32,0.2346,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-GASEND-P14,KXMIDTERMMOV,enter,YES,0.5,0.19,0.0054,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-ID01R-P45,KXMIDTERMMOV,enter,YES,6.35,0.23,0.0788,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-KYSENR-P26,KXMIDTERMMOV,enter,YES,18.37,0.23,0.2278,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-MESEND-P9,KXMIDTERMMOV,enter,YES,0.1,0.2,0.0012,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-MI04D-P4,KXMIDTERMMOV,enter,YES,19.97,0.27,0.2756,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-MISEND-P7,KXMIDTERMMOV,enter,YES,10.6,0.18,0.1096,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-MISEND-P9,KXMIDTERMMOV,enter,YES,10.91,0.11,0.0748,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-MNGOVD-P20,KXMIDTERMMOV,enter,YES,20.3,0.12,0.1501,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-MNSEND-P13,KXMIDTERMMOV,enter,YES,0.2,0.19,0.0022,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-NCSEND-P13,KXMIDTERMMOV,enter,YES,6.1,0.18,0.0631,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-NHSEND-P10,KXMIDTERMMOV,enter,YES,1.25,0.29,0.0181,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-NYGOVD-P19,KXMIDTERMMOV,enter,YES,0.2,0.21,0.0024,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-NYGOVD-P22,KXMIDTERMMOV,enter,YES,0.3,0.15,0.0027,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-OH07R-P1,KXMIDTERMMOV,enter,YES,4.2,0.23,0.0521,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-PA01R-P11,KXMIDTERMMOV,enter,YES,13.1,0.2,0.1468,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-PA01R-P8,KXMIDTERMMOV,enter,YES,24.1,0.23,0.2988,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-SC04R-P30,KXMIDTERMMOV,enter,YES,2.5,0.1,0.0158,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-SCSENR-P13,KXMIDTERMMOV,enter,YES,21.7,0.2,0.2431,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-SCSENR-P15,KXMIDTERMMOV,enter,YES,0.5,0.15,0.0045,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-TX12R-P25,KXMIDTERMMOV,enter,YES,10,0.26,0.1347,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-TX16D-P36,KXMIDTERMMOV,enter,YES,6.4,0.39,0.1066,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-TXSEND-P7,KXMIDTERMMOV,enter,YES,27.08,0.14,0.2283,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-TXSENR-P5,KXMIDTERMMOV,enter,YES,38.21,0.17,0.3775,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-VA01D-P4,KXMIDTERMMOV,enter,YES,19.65,0.28,0.2774,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMMOV-WIGOVR-P2,KXMIDTERMMOV,enter,YES,5.02,0.16,0.0473,,yes_ask,yes
2026-09-19,longshot-lotto,KXMIDTERMVOTETURN-TNSEN-2600000,KXMIDTERMVOTETURN,enter,YES,10.8,0.15,0.0964,,yes_ask,yes
2026-09-19,longshot-lotto,KXMNSENGOVCOMBO-26NOV-DEMREP,KXMNSENGOVCOMBO,enter,YES,2.52,0.08,0.013,,yes_ask,yes
2026-09-19,longshot-lotto,KXNMARIANAGOV-26-RTOR,KXNMARIANAGOV,enter,YES,1.53,0.31,0.023,,yes_ask,yes
2026-09-19,longshot-lotto,KXNYCCHILDCARE-27JAN01,KXNYCCHILDCARE,enter,YES,45.65,0.098,0.2825,,yes_ask,yes
2026-09-19,longshot-lotto,KXNYCDEPTSAFETY-27JAN01,KXNYCDEPTSAFETY,enter,YES,0.36,0.13,0.0029,,yes_ask,yes
2026-09-19,longshot-lotto,KXNYCMINWAGE-27JAN01,KXNYCMINWAGE,enter,YES,2.56,0.11,0.0176,,yes_ask,yes
2026-09-19,longshot-lotto,KXNYCPROPERTYTAX-27JAN01,KXNYCPROPERTYTAX,enter,YES,1.08,0.14,0.0092,,yes_ask,yes
2026-09-19,longshot-lotto,KXNYCTAXBILLIONS-27JAN01,KXNYCTAXBILLIONS,enter,YES,9.5,0.065,0.0405,,yes_ask,yes
2026-09-19,longshot-lotto,KXOHSENGOVCOMBO-26NOV-DEMREP,KXOHSENGOVCOMBO,enter,YES,2,0.23,0.0248,,yes_ask,yes
2026-09-19,longshot-lotto,KXOHSENGOVCOMBO-26NOV-REPDEM,KXOHSENGOVCOMBO,enter,YES,6.29,0.14,0.0531,,yes_ask,yes
2026-09-19,longshot-lotto,KXPRESOVMAYOR-26OCT24-RMOC,KXPRESOVMAYOR,enter,YES,10.5,0.33,0.1626,,yes_ask,yes
2026-09-19,longshot-lotto,KXPRESSSECANNOUNCE-26AUG-OCT01,KXPRESSSECANNOUNCE,enter,YES,235.2,0.15,2.0992,,yes_ask,yes
2026-09-19,longshot-lotto,KXREDISTRICTING-26-MIS,KXREDISTRICTING,enter,YES,13.03,0.071,0.0602,,yes_ask,yes
2026-09-19,longshot-lotto,KXREDWAVECOMBO-27FEBB-FALSE,KXREDWAVECOMBO,enter,YES,453.32,0.07,2.0658,,yes_ask,yes
2026-09-19,longshot-lotto,KXRHOUSESEATS-27-195,KXRHOUSESEATS,enter,YES,8.62,0.13,0.0683,,yes_ask,yes
2026-09-19,longshot-lotto,KXRHOUSESEATS-27-200,KXRHOUSESEATS,enter,YES,14.27,0.16,0.1343,,yes_ask,yes
2026-09-19,longshot-lotto,KXRHOUSESEATS-27-205,KXRHOUSESEATS,enter,YES,1011.8,0.16,9.5191,,yes_ask,yes
2026-09-19,longshot-lotto,KXRHOUSESEATS-27-210,KXRHOUSESEATS,enter,YES,2,0.13,0.0159,,yes_ask,yes
2026-09-19,longshot-lotto,KXRHOUSESEATS-27-215,KXRHOUSESEATS,enter,YES,6.66,0.083,0.0355,,yes_ask,yes
2026-09-19,longshot-lotto,KXRUBIORUN-28-27APR01,KXRUBIORUN,enter,YES,12.78,0.12,0.0945,,yes_ask,yes
2026-09-19,longshot-lotto,KXSENATELA-26NOV-D,KXSENATELA,enter,YES,28.54,0.069,0.1284,,yes_ask,yes
2026-09-19,longshot-lotto,KXTRUMPAVENUE-27-27JAN01,KXTRUMPAVENUE,enter,YES,2,0.2,0.0224,,yes_ask,yes
2026-09-19,longshot-lotto,KXTRUMPBEARCASECOMBO-27DEC-26,KXTRUMPBEARCASECOMBO,enter,YES,0.44,0.074,0.0022,,yes_ask,yes
2026-09-19,longshot-lotto,KXUSPSPREACCEPT-26NOV03,KXUSPSPREACCEPT,enter,YES,3.09,0.24,0.0395,,yes_ask,yes
2026-09-19,longshot-lotto,KXVAHOUSEDEM-26NOV03-6,KXVAHOUSEDEM,enter,YES,3.5,0.17,0.0346,,yes_ask,yes
2026-09-19,longshot-lotto,KXVANCERUN-28-27JAN01,KXVANCERUN,enter,YES,2.5,0.14,0.0211,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTECOUNTY-GOVPARTYPA26PHILADELPHIAJSHA-92,KXVOTECOUNTY,enter,YES,32,0.15,0.2856,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTECOUNTY-GOVPARTYPA26PHILADELPHIAJSHA-94,KXVOTECOUNTY,enter,YES,73.78,0.15,0.6585,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTECOUNTY-GOVPARTYPA26PHILADELPHIAJSHA-96,KXVOTECOUNTY,enter,YES,54,0.15,0.482,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTECOUNTY-SENATEGA26FULTONJOSS-82,KXVOTECOUNTY,enter,YES,30,0.17,0.2964,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTECOUNTY-SENATEGA26FULTONJOSS-84,KXVOTECOUNTY,enter,YES,85.6,0.08,0.4411,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTECOUNTY-SENATEIA26JOHNSONJTUR-76,KXVOTECOUNTY,enter,YES,73.78,0.21,0.8569,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTECOUNTY-SENATEIA26JOHNSONJTUR-78,KXVOTECOUNTY,enter,YES,20,0.18,0.2067,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTECOUNTY-SENATEIA26JOHNSONJTUR-80,KXVOTECOUNTY,enter,YES,80.6,0.11,0.5524,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-CO05-26RMAT-7,KXVOTEGENERAL,enter,YES,10,0.24,0.1277,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-KY06-26ZDEM-50,KXVOTEGENERAL,enter,YES,8,0.16,0.0753,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-NY10-26NKAN-1,KXVOTEGENERAL,enter,YES,0.05,0.09,0.0003,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-TX23-26BHER-58,KXVOTEGENERAL,enter,YES,20,0.11,0.1371,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTEGENERAL-SENATEFLS-26ANIX-48,KXVOTEGENERAL,enter,YES,2.15,0.24,0.0275,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTEGENERAL-SENATEFLS-26ANIX-50,KXVOTEGENERAL,enter,YES,4.27,0.13,0.0339,,yes_ask,yes
2026-09-19,longshot-lotto,KXVOTEGENERAL-SENATEIA-26JTUR-54,KXVOTEGENERAL,enter,YES,6.7,0.09,0.0385,,yes_ask,yes
2026-09-19,longshot-lotto,RSENATESEATS-27-B45,RSENATESEATS,enter,YES,333.7,0.07,1.5207,,yes_ask,yes
2026-09-19,longshot-lotto,RSENATESEATS-27-E46,RSENATESEATS,enter,YES,89.35,0.08,0.4604,,yes_ask,yes
2026-09-19,longshot-lotto,RSENATESEATS-27-E47,RSENATESEATS,enter,YES,150.58,0.13,1.1922,,yes_ask,yes
2026-09-19,longshot-lotto,RSENATESEATS-27-E48,RSENATESEATS,enter,YES,185.99,0.15,1.66,,yes_ask,yes
2026-09-19,longshot-lotto,RSENATESEATS-27-E49,RSENATESEATS,enter,YES,43.32,0.15,0.3867,,yes_ask,yes
2026-09-19,longshot-lotto,RSENATESEATS-27-E50,RSENATESEATS,enter,YES,98.46,0.14,0.8299,,yes_ask,yes
2026-09-19,longshot-lotto,RSENATESEATS-27-E51,RSENATESEATS,enter,YES,201.37,0.1,1.2687,,yes_ask,yes
2026-09-19,longshot-lotto,RSENATESEATS-27-E52,RSENATESEATS,enter,YES,13.69,0.07,0.0624,,yes_ask,yes
2026-09-19,longshot-lotto,SENATEAR-26-D,SENATEAR,enter,YES,191.87,0.069,0.8628,,yes_ask,yes
2026-09-19,longshot-lotto,SENATEFLS-26-D,SENATEFLS,enter,YES,1506.34,0.12,11.1349,,yes_ask,yes
2026-09-19,longshot-lotto,SENATEGA-26-R,SENATEGA,enter,YES,963.9,0.067,4.2179,,yes_ask,yes
2026-09-19,longshot-lotto,SENATEID-26-TACH,SENATEID,enter,YES,711.62,0.07,3.2429,,yes_ask,yes
2026-09-19,longshot-lotto,SENATELA-26-D,SENATELA,enter,YES,6.31,0.061,0.0254,,yes_ask,yes
2026-09-19,longshot-lotto,SENATEMN-26-R,SENATEMN,enter,YES,3407.14,0.097,20.8905,,yes_ask,yes
2026-09-19,longshot-lotto,SENATEMS-26-D,SENATEMS,enter,YES,33.75,0.081,0.1759,,yes_ask,yes
2026-09-19,longshot-lotto,SENATEMT-26-IND,SENATEMT,enter,YES,11.23,0.089,0.0638,,yes_ask,yes
2026-09-19,longshot-lotto,SENATENC-26-R,SENATENC,enter,YES,199.36,0.081,1.0389,,yes_ask,yes
2026-09-19,longshot-lotto,SENATENH-26-R,SENATENH,enter,YES,1617.43,0.18,16.7113,,yes_ask,yes
2026-09-19,longshot-lotto,SENATESC-26-D,SENATESC,enter,YES,1467.66,0.14,12.3695,,yes_ask,yes
2026-09-19,longshot-lotto,SENATESD-26-BBEN,SENATESD,enter,YES,2.34,0.08,0.0121,,yes_ask,yes
2026-09-20,longshot-lotto,HOUSEAZ6-26-R,HOUSEAZ6,enter,YES,0.02,0.2,0.0003,,yes_ask,yes
2026-09-20,longshot-lotto,HOUSECA22-26-R,HOUSECA22,enter,YES,94.58,0.1,0.5959,,yes_ask,yes
2026-09-20,longshot-lotto,HOUSECO8-26-R,HOUSECO8,enter,YES,199.45,0.18,2.0608,,yes_ask,yes
2026-09-20,longshot-lotto,HOUSEMI3-26-R,HOUSEMI3,enter,YES,1.5,0.098,0.0093,,yes_ask,yes
2026-09-20,longshot-lotto,HOUSENE2-26-R,HOUSENE2,enter,YES,6.86,0.09,0.0394,,yes_ask,yes
2026-09-20,longshot-lotto,HOUSEOH1-26-R,HOUSEOH1,enter,YES,220.5,0.17,2.1779,,yes_ask,yes
2026-09-20,longshot-lotto,HOUSEPA7-26-R,HOUSEPA7,enter,YES,19.46,0.21,0.226,,yes_ask,yes
2026-09-20,longshot-lotto,KXAKCOMBO-26NOV03-RRR,KXAKCOMBO,enter,YES,20,0.12,0.1479,,yes_ask,yes
2026-09-20,longshot-lotto,KXAKSENGOVCOMBO-26NOV-DEMREP,KXAKSENGOVCOMBO,enter,YES,27.53,0.17,0.272,,yes_ask,yes
2026-09-20,longshot-lotto,KXCAFRAUD-27JAN01,KXCAFRAUD,enter,YES,14.05,0.17,0.1388,,yes_ask,yes
2026-09-20,longshot-lotto,KXCLOSESTGOVERNOR-27JAN20-OH,KXCLOSESTGOVERNOR,enter,YES,0.1,0.15,0.0009,,yes_ask,yes
2026-09-20,longshot-lotto,KXCLOSESTGOVERNOR-27JAN20-WI,KXCLOSESTGOVERNOR,enter,YES,0.94,0.057,0.0036,,yes_ask,yes
2026-09-20,longshot-lotto,KXDSENATESEATSH-27-E53,KXDSENATESEATSH,enter,YES,45.07,0.16,0.4241,,yes_ask,yes
2026-09-20,longshot-lotto,KXDSENATESEATSH-27-E54,KXDSENATESEATSH,enter,YES,35.8,0.11,0.2454,,yes_ask,yes
2026-09-20,longshot-lotto,KXEXITPOLL-IND-REP,KXEXITPOLL,enter,YES,142.84,0.09,0.819,,yes_ask,yes
2026-09-20,longshot-lotto,KXFREYOUT-27JAN01,KXFREYOUT,enter,YES,0.1,0.073,0.0005,,yes_ask,yes
2026-09-20,longshot-lotto,KXGENERALCOUNTY-SENATEFLS-26-PIN,KXGENERALCOUNTY,enter,YES,71.12,0.24,0.9081,,yes_ask,yes
2026-09-20,longshot-lotto,KXGOVPARTYAK-26-R,KXGOVPARTYAK,enter,YES,18.5,0.18,0.1912,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSEPOPVOTEMARGIND-26NOV03-AL12,KXHOUSEPOPVOTEMARGIND,enter,YES,80.99,0.19,0.8726,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-AZ05-26-D,KXHOUSERACE,enter,YES,0.95,0.1,0.006,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-CA48-26-R,KXHOUSERACE,enter,YES,8.85,0.14,0.0746,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-FL05-26-D,KXHOUSERACE,enter,YES,0.27,0.099,0.0017,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-IL01-26-R,KXHOUSERACE,enter,YES,0.3,0.059,0.0012,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-IN05-26-D,KXHOUSERACE,enter,YES,1.1,0.16,0.0104,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-KS04-26-D,KXHOUSERACE,enter,YES,0.11,0.079,0.0006,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-MD06-26-R,KXHOUSERACE,enter,YES,7.8,0.073,0.037,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-MI05-26-D,KXHOUSERACE,enter,YES,138.9,0.089,0.7884,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-MN05-26-R,KXHOUSERACE,enter,YES,26.06,0.077,0.1297,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-MN06-26-D,KXHOUSERACE,enter,YES,0.26,0.099,0.0017,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-NC10-26-D,KXHOUSERACE,enter,YES,0.12,0.085,0.0007,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-NM01-26-R,KXHOUSERACE,enter,YES,0.11,0.07,0.0006,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-NY21-26-D,KXHOUSERACE,enter,YES,134.22,0.2,1.5033,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-TN05-26-D,KXHOUSERACE,enter,YES,0.5,0.11,0.0035,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-TN07-26-D,KXHOUSERACE,enter,YES,2.1,0.07,0.0096,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-TX03-26-D,KXHOUSERACE,enter,YES,61.79,0.07,0.2816,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-TX21-26-D,KXHOUSERACE,enter,YES,1.5,0.069,0.0068,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-TX24-26-D,KXHOUSERACE,enter,YES,2.35,0.096,0.0143,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-TX25-26-D,KXHOUSERACE,enter,YES,0.15,0.06,0.0006,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSERACE-VA05-26-D,KXHOUSERACE,enter,YES,19.28,0.17,0.1905,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSETX32-26-D,KXHOUSETX32,enter,YES,1.27,0.19,0.0137,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSEWINSTATE-MID-A9,KXHOUSEWINSTATE,enter,YES,13.6,0.06,0.0537,,yes_ask,yes
2026-09-20,longshot-lotto,KXHOUSEWINSTATE-NCD-A7,KXHOUSEWINSTATE,enter,YES,40,0.19,0.431,,yes_ask,yes
2026-09-20,longshot-lotto,KXIDHB932-26-COLT,KXIDHB932,enter,YES,1.02,0.18,0.0106,,yes_ask,yes
2026-09-20,longshot-lotto,KXKSSENGOVCOMBO-26NOV-DEMDEM,KXKSSENGOVCOMBO,enter,YES,20,0.16,0.1882,,yes_ask,yes
2026-09-20,longshot-lotto,KXLAPRIMARY-01D26-LJEW,KXLAPRIMARY,enter,YES,0.1,0.14,0.0009,,yes_ask,yes
2026-09-20,longshot-lotto,KXLAPRIMARY-02D26-TCAR,KXLAPRIMARY,enter,YES,36,0.15,0.3213,,yes_ask,yes
2026-09-20,longshot-lotto,KXLAPRIMARY-05D26-DMCK,KXLAPRIMARY,enter,YES,0.1,0.17,0.001,,yes_ask,yes
2026-09-20,longshot-lotto,KXLAPRIMARY-06R26-MAPP,KXLAPRIMARY,enter,YES,0.1,0.1,0.0007,,yes_ask,yes
2026-09-20,longshot-lotto,KXMAMDANIEO-26SEP26-T0,KXMAMDANIEO,enter,YES,33.5,0.07,0.1527,,yes_ask,yes
2026-09-20,longshot-lotto,KXMARTINDNCOUT-26MAY-26DEC01,KXMARTINDNCOUT,enter,YES,0.1,0.23,0.0013,,yes_ask,yes
2026-09-20,longshot-lotto,KXMETXCOMBO-26NOVB-PAX-JAC,KXMETXCOMBO,enter,YES,25.68,0.2,0.2877,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-CO02D-P55,KXMIDTERMMOV,enter,YES,3.5,0.23,0.0434,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-CT03D-P35,KXMIDTERMMOV,enter,YES,5.5,0.14,0.0464,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-FL04D-P3,KXMIDTERMMOV,enter,YES,0.5,0.1,0.0032,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-FL13R-P16,KXMIDTERMMOV,enter,YES,2.1,0.23,0.0261,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-FL19R-P32,KXMIDTERMMOV,enter,YES,2,0.21,0.0233,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-FL20D-P55,KXMIDTERMMOV,enter,YES,2,0.21,0.0233,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-FLGOVD-P3,KXMIDTERMMOV,enter,YES,2,0.11,0.0138,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-FLGOVR-P12,KXMIDTERMMOV,enter,YES,20,0.13,0.1584,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-FLSENR-P14,KXMIDTERMMOV,enter,YES,40,0.17,0.3951,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-GASEND-P12,KXMIDTERMMOV,enter,YES,100.3,0.2,1.1234,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-GASEND-P18,KXMIDTERMMOV,enter,YES,11.6,0.09,0.0666,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-HI01D-P54,KXMIDTERMMOV,enter,YES,4,0.14,0.0338,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-IN02R-P31,KXMIDTERMMOV,enter,YES,10,0.15,0.0893,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-KSSENR-P11,KXMIDTERMMOV,enter,YES,2.5,0.15,0.0224,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-KY06D-P3,KXMIDTERMMOV,enter,YES,0.5,0.17,0.005,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-MA06D-P40,KXMIDTERMMOV,enter,YES,25,0.2,0.28,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-MESENR-P5,KXMIDTERMMOV,enter,YES,1,0.15,0.009,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-MI05R-P37,KXMIDTERMMOV,enter,YES,13.5,0.1,0.0851,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-MISENR-P5,KXMIDTERMMOV,enter,YES,3.6,0.14,0.0304,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-MN02D-P25,KXMIDTERMMOV,enter,YES,20,0.16,0.1882,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-MNGOVD-P17,KXMIDTERMMOV,enter,YES,20.5,0.22,0.2463,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-MNSEND-P15,KXMIDTERMMOV,enter,YES,1.2,0.13,0.0096,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-MO02R-P9,KXMIDTERMMOV,enter,YES,5.8,0.22,0.0697,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-NC01D-P10,KXMIDTERMMOV,enter,YES,2,0.14,0.0169,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-NC02D-P52,KXMIDTERMMOV,enter,YES,4,0.095,0.0241,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-NC08R-P14,KXMIDTERMMOV,enter,YES,18.5,0.18,0.1912,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-NC08R-P17,KXMIDTERMMOV,enter,YES,5,0.19,0.0539,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-NESENDOSB-P3,KXMIDTERMMOV,enter,YES,11.9,0.22,0.143,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-NV04D-P25,KXMIDTERMMOV,enter,YES,2.2,0.16,0.0207,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-NY01R-P15,KXMIDTERMMOV,enter,YES,1.5,0.18,0.0155,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-NY03D-P20,KXMIDTERMMOV,enter,YES,2,0.21,0.0233,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-NY03R-P1,KXMIDTERMMOV,enter,YES,2.2,0.21,0.0256,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-NYGOVD-P25,KXMIDTERMMOV,enter,YES,0.4,0.21,0.0047,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-OH04R-P49,KXMIDTERMMOV,enter,YES,8.5,0.17,0.084,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-OHGOVD-P6,KXMIDTERMMOV,enter,YES,40.5,0.24,0.5172,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-OHGOVR-P9,KXMIDTERMMOV,enter,YES,20,0.1,0.126,,yes_ask,yes
